Pantheon,Name,Title,Function,Territory,Sex,Character,Interests,Symbolism,Color,Values,Status,Mother,Father,Lover,Children
Tupinambá,Tupá,God,Creator God and Giver of Life,Tupinambá Region,Male,Life-Giving Creator,"Creation, Life, Natural Order",Celestial Symbols,Various,"Harmony with Nature, Creation",,,,,
Guaraní,Tupã,God,Supreme God and Thunder Deity,Guaraní Region,Male,Thunderous Creator,"Thunder, Lightning, Storms, Rain","Thunderbolt, Storm Clouds","Blue, White","Power of Nature, Authority",,Angatupyry,Karai,,Kerana (possible)
Tupinambá,Tupã,God,Supreme God and Thunder Deity,Tupinambá Region,Male,Thunderous Creator,"Thunder, Lightning, Storms, Rain","Thunderbolt, Storm Clouds","Blue, White","Power of Nature, Authority",,,,,
Etruscan,Turan,God,Goddess of love and vitality,,Female,Loving and Vital,"Love, vitality","Dove, lyre","Red, white","Love, vitality",,Uni,Tinia,,"Many, including Hercle"
Etruscan,Turms,God,Messenger God,Etruria,Male,Swift and Messenger-like,"Communication, messages",Caduceus,White,"Communication, swiftness",,Uni,Tinia,,
Greek,Tyche,God,Goddess of Luck and Fortune,Mount Olympus,Female,Whimsical and Capricious,"Luck, fortune",Wheel of fortune,Gold,"Luck, fortune, chance",,,,,
Norse,Tyr,God,God of Law and Heroic Glory,Asgard,Male,Just and Courageous,"Law, Heroism","Sword, Scales",Red,"Justice, Heroism",,,Odin,,
Hittite,Ubelluris,God,God of grain and agriculture,Earth,Male,Fertile and Abundant,"Grain, agriculture","Sheaf of wheat, plough","Green, brown","Fertility, abundance",,,,,"Many, including Kumarbi"
Mongolian,Udgan Eej,God,Goddess of Destiny and Fertility,Earth,Female,Protective and Nurturing,"Destiny, Fertility","Spindle, Loom",Green,"Fertility, Destiny",,Earth,Gazar Eej,,
Sami,Uksáhkká,God,Goddess of Plants and Vegetation,Sami Lands,Female,Blooming and Abundant,"Plants, Vegetation","Flowers, Plants",Green,"Growth, Abundance",,,,,"Many, including plant spirits"
Siberian,Ulgan,God,"Sky God, Ruler of the Upper World",Siberia,Male,Majestic and Far-sighted,"Sky, Upper World","Celestial Dome, Eagle","Blue, White","Majesty, Foresight",,,,,"Many, including Num-Torum"
Siberian,Ulgen,God,Supreme Deity,Siberian Regions,Male,Deity,"Creation, Protection","Sky, Heaven",Blue,"Creation, Wisdom",,,,,
Turkish,Ülgen,God,Supreme God,Turkish regions,Male,Wise and Beneficent,"Wisdom, Justice","Sun, Sky, Wisdom",Gold,"Wisdom, Justice",,,,,
Norse,Ullr,God,God of Archery and Skiing,Asgard,Male,Skilled in Archery and Skiing,"Archery, Skiing","Bow, Ski","White, Gold","Archery, Skiing",,Sif,,,
Siberian,Umai,God,Goddess of Home and Hearth,Siberia,Female,Homely and Protective,"Home, Hearth","Hearth, Cornucopia",Red,"Home, Hearth",,Num-Torum,Num-Torum,,"Many, including Yar Umai"
Turkish,Umai,God,Mother Goddess,Turkic Regions,Female,Goddess,"Motherhood, Fertility","Grain, Flowers",Green,"Motherhood, Fertility",,,,,
Zulu,Umkhulu,Spirit,Ancestor Spirit,Zulu Regions,Other,Spirit,Ancestry,Ancestor Symbols,,Ancestry,,,,,
Cherokee,Unetlanvhi,God,"Creator, Great Spirit",Cherokee Nation,Other, divine spirit with no human form,Creation,"Sun, Moon",,"Creator, Great Spirit",,,,,
Etruscan,Uni,God,Goddess of Fertility,Earth,Female,Fertile and Nurturing,"Fertility, abundance","Grain, pregnant woman","Green, brown","Fertility, abundance",,,,,"Many, including Hercle"
Lakota,Unk,Spirit,Earth Spirit,Lakota Nation,Female,Spirit,"Earth, progenitor of all evil things",Earth,,Earth Spirit,Married,,,Iya ,Gnaski 
Zulu,Unkulunkulu,God,Creator of humanity,,Male,Supreme Deity,"Creation, life","Sun, moon",Gold,"Creation, life",,,,,
Egyptian,Unut,God,Lioness Goddess,Egypt,Female,Goddess,Hunting,Lioness,,Hunting,,,,,
Zulu,Unyalome,Spirit,Nature Spirit,Zulu Regions,Other,Spirit,"Nature, Wilderness","Forest, Animals",,"Nature, Wilderness",,,,,
Ainu,Urespa Kamuy,God,Mountain,Ainu,Female,Deity,Mountain," inau, sacred carved wands",,Mountain,,,,,
Jewish,Uriel,Spirit,Archangel of Wisdom,Heaven,Male,Bringer of Divine Wisdom,"Wisdom, Illumination, Guidance","Book, Flame",Gold,"Knowledge, Insight",,,,,
Apache,Usen,God,Creator,Apache Territories,Other,Deity,Creation,Sun,,Creator,,,,,
Etruscan,Usil,God,God of the Sun,Etruria,Male,Radiant and Life-Giving,Sun,Sun disc,Gold,"Light, life",,Uni,Tinia,,
Sumerian,Utu,God,God of the Sun,Sumer,Male,"Sun God, Justice","Sun, Justice",Sun Disk,Gold,"Justice, Light, Leadership",,Ningal,Enlil,,
Sumerian,Utu (Shamash),God,God of the sun and justice,-,Male,Deity,"Sun, justice","Sun, Scales",-,"Justice, Order",-,Nanna (Sin),Enlil,-,Various deities
Armenian,Vahagn,God,God of Thunder and War,Armenian Regions,Male,God,"Thunder, War","Dragon, Spear",Red,"Thunder, War",,,,,
Finnish,Väinämöinen,Human,"Shaman, Hero",Finland,Male,Hero,"Music, Magic, Wisdom",Kantele (Harp),Blue,Wisdom,,Ilmatar,Ilmarinen,,
Buddhist,Vajrapani,God,Bodhisattva of Power,Cosmic,Male,Powerful Protector,"Power, Courage","Thunderbolt, Vajra",Blue,"Power, Courage",,,,,
Buddhist,Vajrasattva,God,"Purification Deity, Bodhisattva",Cosmic,Male,Purification Being,"Purification, Cleansing","Vajra, Bell",White,"Purification, Purity",,,,,
Norse,Valkyries,Spirit,Choosers of the Slain,Norse Regions,Female,Spirits,"Battle, Death, Psychopomp",Winged Helmets,,"Battle, Death",,,,,
Zoroastrian,Vanant (Vanand),God,God associated with the hunt,-,Male,Deity,Hunt,-,-,Hunt,-,-,-,-,Various deities
Etruscan,Vanth,God,"Winged Goddess of Death, Chthonic Deity",Etruria,Female,Mysterious and Merciful,"Death, fate",Wings,Black,"Transition, mercy, fate",,,,,
Zoroastrian,Vayu (Vata),God,God of the wind,-,Male,Deity,"Wind, atmosphere",-,-,"Wind, atmosphere",-,-,-,-,Various deities
Croatian,Velebit,God,God of Mountains and Wilderness,Croatia,Male,Wilderness and Solitude,"Mountains, wilderness",Mountain Peaks,Brown,"Wilderness, strength",,,,,
Slavic,Veles,God,"God of Cattle, Commerce, and Trickery",,Male,Cunning and Resourceful,"Cattle, commerce, trickery","Cattle, commerce symbols","Black, green","Cunning, resourcefulness",,Slavic,Slavic,,
Roman,Venus,God,Goddess of love,Mount Olympus,Female,"Goddess of love and beauty,",Love and beauty,"Rose, mirror","Rose, white","Love, beauty, passion,",Married,Dione,Jupiter,"Mars, Adonis","Cupid, Aeneas,"
Zoroastrian,Verethragna (Bahram),God,God of victory,-,Male,Deity,"Victory, justice, triumph of good over evil",-,-,"Victory, justice, triumph of good/evil",-,-,-,-,Various deities
Croatian,Vesna,God,Goddess of Spring and Youth,Croatia,Female,Playful and Youthful,"Spring, youth",Flowers,Pastel Colors,"Youth, vitality",,,,,
Roman,Vesta,God,Goddess of the Hearth,Rome,Female,Stable and Home-oriented,"Hearth, home",Hearth Flame,Red,"Home, stability",,Saturn,Ops,,
Norse,Vidar,God,God of Vengeance and Silence,Asgard,Male,Silent and Vengeful,"Vengeance, Silence","Shoe, Silence",Brown,"Vengeance, Silence",,Grid,Odin,,
Ligurian,Vinotonus,God,God of Vineyards and Wine,Liguria,Male,Festive and Abundant,"Vineyards, wine",Grapes,Purple,"Vineyards, wine, celebration",,,,,
Mixtec,Viqui,God,Rain God,Mixtec Regions,Male,God,"Rain, Thunderstorms","Lightning, Rain",Blue,"Rain, Thunderstorms",,,,,
Inca,Viracocha,God,God of agriculture,Koricancha (Golden Temple),Male,Sun and creation,Sun and creation,"Sun disk, staff,","Red, gold","Sun, creation,",Married,Viracocha,Viracocha,"Many, including Xipe Totec","Many, including Xochiquetzal"
Christian,Virgin Mary,Human,Mother of Jesus,Earth,Female,Divine Mother,"Motherhood, Humility","Roses, Lilies",Blue,"Love, Compassion",,Anne,Joachim,,Jesus Christ
Spanish,Viriato,Human,Warrior Chief of the Lusitanians,Iberian Peninsula,Male,Brave and Defiant,"Independence, Resistance","Sword, Shield","Red, Gold","Independence, Leadership",,,,,
Hindu,Vishnu,God,Preserver god,Cosmic realm,Male,Preserving and protective,Preserving life,"Conch shell, lotus","Gold, red, white,","Preservation, protection",Married,"Lakshmi,",Brahma,"Many, including Radha","Many, including Apsaras"
Hindu,Vishnu,God,"Preserver of the universe, associated with harmony",India,Male,Deity,"Preserving the universe, Harmony","Conch shell, Lotus flower",Blue,"Preservation, Harmony",-,Aditi,Kashyapa,Lakshmi,Various avatars
Persian,Vohu,Spirit,Divine Good Mind,Persian,Male,Divine Mind,"Good Thoughts, Harmony",,,"Good Thoughts, Harmony",,,Ahura Mazda,,
Etruscan,Voltumna,God,God of Boundaries,Sky,Male,Guardian and Protective,"Boundaries, protection","Key, boundaries symbols","Gold, blue","Protection, order",,,,,
Spanish,Volturnus,God,God of the River Ebro,Celtiberia,Male,Mighty and Abundant,"River, Abundance","River, Cornucopia","Blue, Green","River, Abundance",,,,,
Roman,Vulcan,God,God of Fire and Smithing,Rome,Male,Skilled and Crafty,"Fire, blacksmithing",Hammer and Anvil,Red,"Craftsmanship, fire",Married,Jupiter,Juno,Venus,"Cupid, Mars, Harmonia"
Arab,Wadd,God,God of Love,South Arabia,Male,Loving and Affectionate,"Love, Compassion",Heart Symbol,Pink,"Love, Compassion",,,,,
Egyptian,Wadjet,God,Cobra Goddess,Egypt,Female,Goddess,"Protection, Royalty",Cobra,Green,Protection,,Nut,Geb,,
Egyptian,Wadjet (Uraeus),God,Cobra Goddess of Protection,Egypt,Female,Protective and Swift,"Protection, royalty",Cobra,Red and Gold,"Protection, royalty",,,,,
Lakota,Wakan Tanka,Spirit,"Great Spirit, Great Mystery",Lakota Nation,Male,Spirit,"Creation, Spirituality",All-encompassing,,"Harmony, Unity",,,,,
Ainu,Wakka-us Kamuy,God,Goddess of fresh water,Ainu,Female,"sympathetic to humanity, petitioned to intercede with other kamuy ","Skilled dancer and singer, fresh water",,,Goddess of fresh water,,,,,
Xavante,Wapté,God,God of the Waters and Aquatic Life,Xavante Territory,Male,Aquatic Deity,"Rivers, Waters, Aquatic Life",Water Symbols,Blue,"River Protection, Aquatic Harmony",,,,,
Aboriginal,Waugal,Anthropomorphism,"Serpent creator being, associated with water",Waterways,Other,Creative and Protective,"Creation, guardianship",Serpent,Various,"Creation, guardianship",,,,,Various water creatures
Lakota,Waziya,Spirit,Winter Spirit,Lakota Nation,Other,Spirit,"Winter, Cold",Snowflake,,"Winter, Cold",,,,,
Ojibwe,Wenabozho,Human,Culture Hero and Guardian of Animals,Ojibwe Nation,Male,Culture Hero,"Animals, Wilderness, Protection","Animal Symbols, Natural Icons",Various,"Harmony with Nature, Animal Protection",,Sky Woman,,,Various (Animal Companions)
Polynesian,Whaitiri,God,Goddess of thunder and storms,Sky,Female,Thunderous and Commanding,"Thunder, storms",Thunder clouds,Gray,"Power, respect for nature",,,,,Various storm-related beings
Polynesian,Whakarongo,God,God of echoes and reverberations,"Mountains, Caves",Male,Echoing and Resonant,"Echoes, reverberations",Sound waves,Various,Appreciation of sound,,,,,Various sound-related beings
Maori,Whiro,God,God of darkness and evil,Underworld,Male,Malevolent and Cunning,"Darkness, mischief",Dark symbols,Black,"Chaos, darkness, mischief",,Papatuanuku,Ranginui,,Monsters and evil spirits
Polynesian,Whiro,God,"God of darkness, death, and the underworld",Underworld,Male,Mysterious and Enigmatic,"Darkness, death",Shadows,Black,Understanding mortality,,Papatūānuku,Rangi,,Various underworld beings
Mongolian,White Old Man,God,God of Wisdom and Prophecy,Celestial Realm,Male,Wise and Enlightened,"Wisdom, Prophecy","White Beard, Staff",White,"Wisdom, Prophecy",,Eternal Blue,,,
Lakota Sioux,Wi,Spirit,Moon Spirit and Protector of the Night,Lakota Territory,Female,Lunar Deity,"Moon, Night, Fertility","Crescent Moon, Night Symbols",Silver,"Fertility, Femininity",,,,,
Lakota Sioux,Wíyute,Spirit,Sun Spirit and Giver of Life,Lakota Territory,Male,Solar Deity,"Sun, Light, Life","Sun Disk, Radiant Symbols","Yellow, Red","Life, Light",,,,,
Hittite,Wurusemu,God,Goddess of Healing,Hittite Regions,Female,Goddess,Healing,"Serpent, Healing Rod",,Healing,,,,,
Aztec,Xalmatquetzalli,God,Harvest,Mexico,Female,Deity,Harvest,,,Harvest,,,,,
Nez Perce,Xexes,Spirit,Spirit,Nez Perce Region,Other,Spirit,Nature,,,Spirit,,,,,
Aztec,Xicotencatl,God,War,Mexico,Male,Deity,War,,,War,,,,,
Laotian,Xieng Mieng,God,"Creator God, Shaped the Earth and Life",Universe,Male,Creative and Wise,"Creation, Life","Earth, Life",Green,"Creation, Wisdom",,,,,
Mixtec,Xi'ipe Totec,God,Fire God,Mixtec Regions,Male,God,"Fire, Volcanoes","Volcano, Fire",Red,"Fire, Volcanoes",,,,,
Aztec,Xilonen,God,Young Corn,Mexico,Female,Deity,Corn,,,Young Corn,,,,,
Aztec,Xipe Totec,God,Feathered serpent god,Templo Mayor (Great Temple),Male,Feathered serpent,"Creation and destruction,","Sun disk, staff","Gold, green","Creation, destruction",Married,Chimalma,Coatlicue,Tezcatlipoca,"Many, including Manco Capac, Mama Ocllo"
Aztec,Xiuhcoatl,Anthropomorphism,"spirit form of Xiuhtecuhtli, the Aztec fire deity",Mexico,Male,mythological serpent,"Fire, weapon of the sun",Atlatl ,Turquoise,"spirit form of Xiuhtecuhtli, the Aztec fire deity",,,,,
Aztec,Xiuhtecuhtli,God,"God of fire, day and heat",Mexico,Male,Deity,"Fire, volcanoes, life after death, warmth in cold, , light in darkness and food during famine",Fire,Turquoise ,"God of fire, day and heat",Married,,,"Chalchiuhtlicue, Chāntico","Xiuhxoxoauhqui (blue fire), Xiuhcozauhqui (yellow fire), Xiuhiztac (white fire) and Xiuhtlatlauhqui (red fire)"
Chinese,Xiwangmu,God,Queen Mother of the West,Kunlun Mountain,Female,Compassionate and Wise,"Immortality, Nourishment","Peaches, Phoenix",Multicolored,"Wisdom, Longevity, Nourishment",,,,,
Aztec,Xochipilli,God,Love,Mexico,Male,Deity,Love,,,Love,,,,,
Nahuatl,Xochiquetzal,Human,Smoking Mirror,Aztlán,Female,Rain and fertility,Rain and fertility,"Smoking mirror, obsidian knife,","Gold, green","Rain, fertility",Married,"Xochiquetzal,","Tezcatlipoca,","Many, including Xochiquetzal,","Many, including Xochiquetzal,"
Toltec,Xochiquetzal,God,"Goddess of Love, Beauty, and Fertility",Mesoamerica,Female,Goddess of Beauty,"Love, Beauty, Fertility","Flower Garland, Quetzal",Various,"Love, Beauty, Fertility",,,,,
Aztec,Xochitl,God,Flower,Mexico,Female,Deity,Flower,,,Flower,,,,,
Aztec,Xochiyotl,God,Flower,Mexico,Female,Deity,Flower,,,Flower,,,,,
Aztec,Xocotl,God,God of the planet Venus and of fire,Mexico,Male,Deity,Fruit,,,God of the planet Venus and of fire,,,,,
Totonac,Xolotl,God,God of Lightning and Death,Mesoamerica,Male,Twin of Quetzalcoatl,"Lightning, Death, Twinhood","Dog Head, Lightning Bolt",Red,"Lightning, Death",,,,,
Toltec,Xolotl,God,"God of Twins, Misfortune, and Lightning",Mesoamerica,Male,Twin of Quetzalcoatl,"Twins, Misfortune, Lightning","Dog Head, Lightning Bolt",Red,"Twins, Misfortune",,,,,
Mixtec,Xonaxi Quecuya,God,Moon Goddess,Mixtec Regions,Female,Goddess,"Moon, Fertility","Rabbit, Corn",White,"Moon, Fertility",,,,,
Aztec,Xoxouhqui,God,Sun,Mexico,Male,Deity,Sun,,Green,Sun,,,,,
Maya,Xquic,Human,Maiden and Mother of Hero Twins,Mesoamerica,Female,Fertile and Resilient,"Motherhood, Heroic Birth",Twin Babies,,"Motherhood, Heroism",Married,Xmucane (Mother),Xpiyacoc (Father),Hunahpu (Lover),Hero Twins
Chinese,Xuan Wu,God,God of the North and Water,North,Male,Tranquil and Wise,"Water, Martial Arts","Black Tortoise, Sword",Black,"Wisdom, Protection",,Xuan Wu's Father,Xuan Wu's Mother,,
Nenets,Yadyu,God,God of Wisdom and Knowledge,Nenets Region,Male,Wise and Enlightened,"Wisdom, Knowledge","Scroll, Owl","Brown, Grey","Wisdom, Learning",,,,,"Many, including knowledge spirits"
Nenets,Yag-Syrdal,God,Goddess of Poetry and Language,Nenets Region,Female,Expressive and Artistic,"Poetry, Language","Quill, Book","Blue, Gold","Artistic Expression, Communication",,,,,"Many, including muse spirits"
Jewish,Yahu (Yahweh),God,Later identified as God of Israel,-,Male,Deity,-,-,-,Later identified as God of Israel,-,-,-,-,-
Jewish,Yahweh,God,Supreme Deity,Heaven,Male,Omnipotent and Just,"Creation, Justice, Covenant",Divine Light,White,"Justice, Morality",,,,,
Nenets,Yalga,God,Goddess of the Sea and Water,Nenets Region,Female,Fluid and Adaptive,"Sea, Water","Waves, Fish",Blue,"Adaptability, Flow",,,,,"Many, including water spirits"
Nenets,Yalot,God,Goddess of the Forest and Wilderness,Nenets Region,Female,Wild and Protective,"Forest, Wilderness","Trees, Animals","Green, Brown","Wilderness, Protection",,,,,"Many, including forest spirits"
Ugaritic,Yam,God,God of the Sea,Ugaritic Regions,Male,God,"Sea, Chaos","Sea, Serpent",Blue,"Sea, Chaos",,,,,
Canaanite,Yam (Lotan),God,God of the sea,Sea,Male,Deity,Sea,Sea waves,Blue,God of the sea,-,"El, Asherah",-,-,Various deities
Buddhist,Yama,God,Lord of Death,Underworld,Male,Judge of the Dead,"Death, Karma","Buffalo, Staff",Blue/Black,"Justice, Death",,,,,
Hindu,Yama,God,God of Death,Hindu Regions,Male,God,"Death, Justice, Psychopomp","Buffalo, Staff",Black,"Death, Justice",,,,,
Chinese,Yanluo Wang,God,"King of Hell, Judge of the Dead",Underworld,Male,Stern and Judicious,"Judgment, Afterlife",Judgment Staff,Black,"Justice, Afterlife",,,,,
Siberian,Yar Umai,God,Goddess of Fertility and Childbirth,Siberia,Female,Nurturing and Protective,"Fertility, Childbirth","Birch Tree, Flower","Green, White","Fertility, Protection",,Num-Torum,Num-Torum,,"Many, including Umai's children"
Nenets,Yarak,God,Goddess of Love and Fertility,Nenets Region,Female,Loving and Fertile,"Love, Fertility","Heart, Grain","Red, Green","Love, Fertility",,,,,"Many, including fertility spirits"
Nenets,Yargyn,God,Goddess of Harvest and Abundance,Nenets Region,Female,Abundant and Nurturing,"Harvest, Abundance","Wheat, Cornucopia","Yellow, Green","Prosperity, Bounty",,,,,"Many, including harvest spirits"
Canaanite,Yarikh,God,Moon god,-,Male,Deity,Moon,Crescent moon,-,Moon god,-,-,-,-,-
Nenets,Yar-Pyak,God,God of Wind and Air,Nenets Region,Male,Gentle and Free-spirited,"Wind, Air","Wind, Feathers","White, Blue","Freedom, Movement",,,,,"Many, including air spirits"
Nez Perce,Yayilatpu,Spirit,Spirit,Nez Perce Region,Other,Spirit,Nature,,,Spirit,,,,,
Cambodian,Yeay Mao,God,"Mother Earth, Protector of Children",Earth,Female,Protective and Nurturing,"Children, Nature","Earth, Children",Brown,"Children, Nature",,,,,
Navajo,Yei Nopal Toh,Spirit,Spirit,Navajo Nation,Other,Spirit,"Nature, Healing",Sand Painting,,"Nature, Healing",,,,,
Caribbean,Yemaya,God,Goddess of the Sea and Motherhood,"Cuba, Brazil, Nigeria",Female,Motherly Protector,"Sea, Motherhood, Fertility","Ocean, Moon, Fish","Blue, White","Motherhood, Fertility",Married,,,Olokun (possible),Orishas (various)
Yoruba,Yemaya,God,Goddess of the Ogun River,Yoruba lands,Female,Motherly,"Motherhood, Fertility","Moon, Water",Blue,"Motherhood, Fertility",Married,,Olorun,Ogun,Orunmila
Sao,Yemoja,God,"Goddess of motherhood, fertility, and rivers",Rivers,Female,Nurturing and Fertile,"Motherhood, fertility, rivers",Crescent moon,Blue,"Motherhood, fertility, protection",,Olodumare,,,Various motherhood and river deities
